scope,policy,k,n_overlays,n_jobs_per_overlay,p99_deadline_s,p99_deadline_lo,p99_deadline_hi,mean_wait_s,mean_wait_lo,mean_wait_hi,p99_all_s_mean_across_overlays,max_wait_s_across_overlays,max_wait_s_across_policies,max_wait_plus_L_weeks,max_wait_across_policies_plus_L_weeks,max_excess_s,max_excess_resample_stability_lo,max_excess_resample_stability_hi,harm_s,harm_resample_stability_lo,harm_resample_stability_hi,absolute_p99_improvement_s,absolute_p99_improvement_lo,absolute_p99_improvement_hi,simultaneous_improvement_lo,simultaneous_improvement_hi,gap_closed,gap_closed_lo,gap_closed_hi,gap_valid_bootstrap_draws,gap_total_bootstrap_draws,gap_interval_all_draws_valid,reduction_pct,reduction_pct_lo,reduction_pct_hi,reduction_valid_bootstrap_draws,reduction_total_bootstrap_draws,reduction_interval_all_draws_valid,promise_cost_vs_SPJF_s,promise_cost_lo,promise_cost_hi,positive_wait_probability_mean,guard_forced_dispatches_total,guard_fired_fraction_mean,guard_fired_queue_weighted_mean,bound_checks_total,bound_violations_total,max_bound_violation_s,max_fraction_of_allowed_excess,simulated_overlay_cells,certified_identical_overlay_cells,certificate_kernel_validations,certificate_max_in_us,theorem_floor_s,fcfs_p99_deadline_s,fcfs_p99_div_floor,floor_eligible_mean_fcfs_p99_gt_floor,overlays_fcfs_p99_gt_floor,overlays_in_scope,promise_G_s,fcfs_p99_div_G,G_below_fcfs_p99,busy_hour_offered_load_mean,b0_s,eta,gamma_s,bmax_s
overlay0_full_envelope,Guard(600),2,1,17634760,11052.57344395003,7703.101906975,12271.449428749998,591.0768089508973,268.5142808011871,922.0058172576651,9404.347149530002,14489.915193,49591.919776,0.024057399459325397,0.08209642820105821,541.090463,537.3033,541.090463,170.612225,146.618279,170.612225,-220.5907036500248,-425.7983694505005,137.8221355769995,,,-0.020547618464635837,-0.05172885016366738,0.012188082987910763,2000,2000,True,-2.03647576753723,-5.111530498436778,1.2081157759201135,2000,2000,True,9300.51843460003,6483.382872252033,10249.642757946,0.7465951337018479,1851437,0.1049879329233854,0.7324852838598671,17634760,0,0.0,0.9018174383333334,1,0,0,0,120.0,10831.982740300005,90.26652283583338,True,1,1,600.0,18.053304567166677,True,2.117714330556078,60.0,0.75,0.0,960.0
overlay0_full_envelope,Guard(1200),2,1,17634760,11343.660268600008,7886.2996193,12740.280063850001,488.73569914132804,216.95024884224745,776.8254392330615,9337.324624540004,15090.054728,49591.919776,0.025049693664021162,0.08209642820105821,1154.875281,1140.586928,1154.875281,56.80663,55.8451,56.80663,-511.67752830000245,-890.7526772249988,-40.376140380224506,,,-0.04766182098551538,-0.10205941802553817,-0.004456933431616218,2000,2000,True,-4.723766096822925,-10.077496542146458,-0.4414175513376747,2000,2000,True,9591.605259250007,6751.960058446971,10495.056881599015,0.7466030158618546,3777772,0.21422304584808638,0.5414493644199021,17634760,0,0.0,0.9623960675000001,1,0,0,0,120.0,10831.982740300005,90.26652283583338,True,1,1,1200.0,9.026652283583338,True,2.117714330556078,0.0,0.0,8.0,2160.0
overlay0_full_envelope,FCFS,3,1,17634760,1060.40648755,562.1847576904999,1327.0130824209987,41.52453874445581,20.08367846294711,64.48298853723475,1052.18608373,2538.856179,12507.149141,0.004297050560515873,0.020779016436838625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2000,2000,True,0.0,0.0,0.0,2000,2000,True,,,,0.5469388299018529,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,140.0,1060.40648755,7.574332053928572,True,1,1,,,False,1.411809553704052,0.0,0.0,0.0,0.0
overlay0_full_envelope,SJF,3,1,17634760,56.61632725000004,50.90103000999978,61.894473075,3.166948197478445,2.150734568861754,4.156304893060733,45.048328800000014,11681.303109,12507.149141,0.01941353027281746,0.020779016436838625,11089.647672,6717.352233,11089.647672,428.238964,167.867246,428.238964,1003.7901603,510.37762455949934,1267.4406720437491,,,1.0,1.0,1.0,2000,2000,True,94.66088448960659,90.77517969710496,95.57985256254999,2000,2000,True,,,,0.5465932056914866,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,140.0,1060.40648755,7.574332053928572,True,1,1,,,False,1.411809553704052,0.0,0.0,0.0,0.0
overlay0_full_envelope,SPJF-E,3,1,17634760,137.12116295000098,95.91139331000042,181.63053736900002,5.315069329507486,3.3691207084706942,7.3665979690391215,63.16086552000004,12507.149141,12507.149141,0.020779016436838625,0.020779016436838625,12404.607889,7053.936595,12404.607889,1000.251843,765.245965,1000.251843,923.2853245999991,456.4366815259977,1174.3812612269999,,,0.9197991384215793,0.872422036169906,0.9484492173244303,2000,2000,True,87.06899999576478,79.8536540763141,90.31710169863875,2000,2000,True,,,,0.5467355949272913,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,140.0,1060.40648755,7.574332053928572,True,1,1,,,False,1.411809553704052,0.0,0.0,0.0,0.0
overlay0_full_envelope,Guard(300),3,1,17634760,1114.4086554500018,542.4818732045004,1413.2407641449993,26.50645707225531,11.736849788194434,43.44548441919944,981.0103066500006,2698.932824,12507.149141,0.004561727552910053,0.020779016436838625,241.024561,223.45865,241.024561,97.277314,71.271043,97.277314,-54.00216790000172,-118.68781354949996,110.4337208707518,,,-0.05379826385612531,-0.10584740012431626,0.14734141902948983,2000,2000,True,-5.092591240626055,-10.062752677878223,13.76688847289892,2000,2000,True,977.2874925000008,437.79702723900016,1256.2771339524995,0.5467326462055622,365245,0.02071165130685079,0.5206660916317364,17634760,0,0.0,0.8034152033333334,1,0,0,0,140.0,1060.40648755,7.574332053928572,True,1,1,300.0,3.5346882918333336,True,1.411809553704052,45.0,0.5,0.0,480.0
overlay0_full_envelope,Guard(600),3,1,17634760,876.596108550002,322.02520529924846,1506.4207785370002,18.566280028394285,8.264785255543726,30.883506918081014,440.88334594000037,2999.010716,12507.149141,0.005057888088624338,0.020779016436838625,537.13919,518.620605,537.13919,220.779092,163.384334,220.779092,183.81037899999808,-197.54250396925585,376.81739783875213,,,0.18311633872268998,-0.16437441465316174,0.5234642115281556,2000,2000,True,17.33395458798823,-15.650743261091314,48.25938514971828,2000,2000,True,739.474945600001,220.99689818174966,1353.0440879779921,0.5467341205664268,126766,0.007188416513748982,0.2630665411056127,17634760,0,0.0,0.8952319833333333,1,0,0,0,140.0,1060.40648755,7.574332053928572,True,1,1,600.0,1.7673441459166668,True,1.411809553704052,90.0,0.75,0.0,1380.0
overlay0_full_envelope,Guard(1200),3,1,17634760,428.4843756000007,210.11397063799987,760.7555349415192,13.101366936535292,6.192345942476015,21.68319984047705,176.77054025000032,3599.02035,12507.149141,0.006049967509920634,0.020779016436838625,1118.311626,1113.673952,1118.311626,90.497351,56.144092,90.497351,631.9221119499994,329.4188142242559,743.6503700200125,,,0.6295360693325969,0.43185756290875366,0.7510116337903185,2000,2000,True,59.592441141133925,41.23324590791884,70.35228116537193,2000,2000,True,291.3632126499997,110.23178726025127,597.1592174239995,0.5467401881284463,3390365,0.19225467202275506,0.10420334389711622,17634760,0,0.0,0.931926355,1,0,0,0,140.0,1060.40648755,7.574332053928572,True,1,1,1200.0,0.8836720729583334,False,1.411809553704052,0.0,0.0,12.0,3180.0
overlay0_full_envelope,FCFS,4,1,17634760,263.1202411500015,170.62706094800066,416.0702426225,10.098658702753585,5.439392259572531,15.527325670933607,210.5271226000006,1544.602708,6286.240482,0.002653112943121693,0.010493122490079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2000,2000,True,0.0,0.0,0.0,2000,2000,True,,,,0.37682945500817705,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,150.0,263.1202411500015,1.75413494100001,True,1,1,,,False,1.058857165278039,0.0,0.0,0.0,0.0
overlay0_full_envelope,SJF,4,1,17634760,42.88080230000007,38.40741097799998,46.240633189250005,1.6498347979990786,1.1437619346443058,2.164725192662291,34.62788973000003,5299.53243,6286.240482,0.00886166076388889,0.010493122490079365,4755.467038,2313.891027,4755.467038,1101.479383,326.68276,1101.479383,220.23943885000142,131.01517914875006,372.3386425424999,,,1.0,1.0,1.0,2000,2000,True,83.7029632868289,76.84436632838596,89.33624776794404,2000,2000,True,,,,0.37623937042522837,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,150.0,263.1202411500015,1.75413494100001,True,1,1,,,False,1.058857165278039,0.0,0.0,0.0,0.0
overlay0_full_envelope,SPJF-E,4,1,17634760,62.22749510000033,50.73224078475005,75.95530923475071,2.2401721750228116,1.5285656887338377,2.9876950005663625,41.68202795000002,6286.240482,6286.240482,0.010493122490079365,0.010493122490079365,5904.51739,2769.828679,5904.51739,462.72027,263.551273,462.72027,200.89274605000116,116.66849154900507,349.43420067499994,,,0.9121560929276762,0.87443270244002,0.942203354552273,2000,2000,True,76.35016795818257,68.25679667078039,83.74624072815712,2000,2000,True,,,,0.3764499772041128,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,150.0,263.1202411500015,1.75413494100001,True,1,1,,,False,1.058857165278039,0.0,0.0,0.0,0.0
overlay0_full_envelope,Guard(300),4,1,17634760,159.26059665000315,86.61098489424948,263.5058674034998,5.475509498861234,2.828411448480368,8.97333206210222,70.0125263100001,1694.489881,6286.240482,0.002900942263558201,0.010493122490079365,226.126394,209.661753,226.126394,103.366746,86.611553,103.366746,103.85964449999835,78.00469131999986,162.6199166220006,,,0.4715760494228924,0.3709780424002155,0.6440834678239806,2000,2000,True,39.472312751792174,31.839434907330258,50.55259972077203,2000,2000,True,97.03310155000281,34.956823097245966,193.27654622799997,0.3764566685341904,77784,0.004410834057282322,0.28663043093273105,17634760,0,0.0,0.7537546466666667,1,0,0,0,150.0,263.1202411500015,1.75413494100001,True,1,1,300.0,0.877067470500005,False,1.058857165278039,60.0,0.5,0.0,600.0
overlay0_full_envelope,Guard(600),4,1,17634760,88.04969435000119,60.72823035499995,123.0447329675,3.763660759146586,2.0345899778107173,6.017215104690784,49.78196559000005,1994.340307,6286.240482,0.0033967266980820107,0.010493122490079365,510.683434,503.323484,510.683434,259.380707,129.315815,259.380707,175.07054680000033,107.259111339,297.9266301342663,,,0.7949100656728231,0.7516248829754384,0.8471354206073669,2000,2000,True,66.53632804334305,61.46730433538606,72.91966369491138,2000,2000,True,25.822199250000857,8.43852161725001,50.56236488625057,0.3764450437658352,15712,0.0008909676116941768,0.07809778044939703,17634760,0,0.0,0.8511390566666667,1,0,0,0,150.0,263.1202411500015,1.75413494100001,True,1,1,600.0,0.4385337352500025,False,1.058857165278039,120.0,0.75,0.0,1800.0
overlay0_full_envelope,Guard(1200),4,1,17634760,81.59340965000003,59.48306282799996,103.279854675,3.013754123631346,1.8222901141359054,4.419522753137154,47.663846140000025,2603.758042,6286.240482,0.0044043618419312165,0.010493122490079365,1107.200112,1090.605541,1107.200112,99.454629,61.643741,99.454629,181.5268315000015,107.54195860224986,319.44720894200043,,,0.8242249092526704,0.7791921557740814,0.8728326689587326,2000,2000,True,68.99006731926616,62.166834199594206,77.11344015635358,2000,2000,True,19.365914549999694,8.099060474999986,30.076685883498396,0.3764652311684423,3821932,0.2167271910703633,0.06427308080295105,17634760,0,0.0,0.92266676,1,0,0,0,150.0,263.1202411500015,1.75413494100001,True,1,1,1200.0,0.21926686762500125,False,1.058857165278039,0.0,0.0,16.0,4200.0
overlay0_full_envelope,FCFS,5,1,17634760,109.70798725000037,81.40896208324993,144.36536011649994,4.105969785617296,2.239967377834569,6.345280245004971,79.82585223000018,1023.819617,3312.770765,0.0017920297900132277,0.005576671238425927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2000,2000,True,0.0,0.0,0.0,2000,2000,True,,,,0.2571921591220975,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,156.0,109.70798725000037,0.7032563285256435,False,0,1,,,False,0.8470857322224312,0.0,0.0,0.0,0.0
overlay0_full_envelope,SJF,5,1,17634760,34.18627585000001,29.48163394774994,37.43024943024987,0.9654988137664481,0.6597489762896552,1.2730719180710168,26.17686168000001,3072.262211,3312.770765,0.005179004978505292,0.005576671238425927,2667.424099,1328.525222,2667.424099,774.847243,316.255045,774.847243,75.52171140000036,51.36592211149999,107.55590794699991,,,1.0,1.0,1.0,2000,2000,True,68.83884509511873,62.44223082129727,74.83386665668786,2000,2000,True,,,,0.2564438075709565,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,156.0,109.70798725000037,0.7032563285256435,False,0,1,,,False,0.8470857322224312,0.0,0.0,0.0,0.0
overlay0_full_envelope,SPJF-E,5,1,17634760,43.862450800000005,36.63553986,49.68085132999999,1.2304280508045382,0.837218329952534,1.6456545397472127,30.48457833,3312.770765,3312.770765,0.005576671238425927,0.005576671238425927,3044.470348,1670.7535,3044.470348,249.184187,154.520925,249.184187,65.84553645000037,43.669483893999995,95.8285497062499,,,0.8718755868924875,0.8370712533249235,0.9018829351273293,2000,2000,True,60.018908468307664,52.637580859603496,67.09157158512832,2000,2000,True,,,,0.2567178685732043,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,156.0,109.70798725000037,0.7032563285256435,False,0,1,,,False,0.8470857322224312,0.0,0.0,0.0,0.0
overlay0_full_envelope,Guard(300),5,1,17634760,55.97395405000004,43.4216956595,73.40320113100067,2.0721809520236105,1.1096483343119985,3.328023760917451,36.27728428,1167.369553,3312.770765,0.002029380874669312,0.005576671238425927,202.553612,196.438819,202.553612,86.652816,70.806629,86.652816,53.73403320000033,37.31072351749999,72.92654005499999,,,0.711504442946192,0.6419013873621979,0.7577838457076609,2000,2000,True,48.97914413246165,44.261565535616235,53.51085693330934,2000,2000,True,12.111503250000034,5.822105611750131,25.06779844624997,0.2567138991401074,25933,0.0014705615500296006,0.12187699520388047,17634760,0,0.0,0.6751787066666666,1,0,0,0,156.0,109.70798725000037,0.7032563285256435,False,0,1,300.0,0.36569329083333457,False,0.8470857322224312,75.0,0.5,0.0,720.0
overlay0_full_envelope,Guard(600),5,1,17634760,47.83868785000018,38.88209928949995,56.531711104248004,1.5309440950795339,0.9301542690759904,2.252793984282174,32.59618643,1467.272846,3312.770765,0.0025252527215608466,0.005576671238425927,513.833099,494.960536,513.833099,188.850235,149.361326,188.850235,61.869299400000195,41.564177814749925,88.20777591600041,,,0.8192253360402516,0.7837482100762815,0.8507444314196316,2000,2000,True,56.394526005671466,50.321008741791395,62.20544892955737,2000,2000,True,3.9762370500001722,1.534508579999999,7.919619337499961,0.25671526008859774,3103,0.00017595929856714806,0.012315225534751253,17634760,0,0.0,0.8563884983333332,1,0,0,0,156.0,109.70798725000037,0.7032563285256435,False,0,1,600.0,0.18284664541666729,False,0.8470857322224312,150.0,0.75,0.0,2220.0
overlay0_full_envelope,Guard(1200),5,1,17634760,47.585277300000314,38.85306859949971,55.46776201999996,1.4187642149133628,0.9126749913896486,1.9730238242357134,32.044033380000016,2073.298861,3312.770765,0.0035272798627645507,0.005576671238425927,1086.666639,1056.93194,1086.666639,117.552268,59.934627,117.552268,62.12270995000006,41.7056171529998,89.62519327499997,,,0.8225808022406622,0.7895885209675787,0.8539632141886784,2000,2000,True,56.62551242366344,50.182522528492164,63.23611102250166,2000,2000,True,3.722826500000309,1.893202917999972,6.0886869657494636,0.2567217813001141,4121234,0.23369946628136704,0.10002017725296662,17634760,0,0.0,0.9055555325,1,0,0,0,156.0,109.70798725000037,0.7032563285256435,False,0,1,1200.0,0.09142332270833364,False,0.8470857322224312,0.0,0.0,20.0,5220.0
overlay0_full_envelope,FCFS,6,1,17634760,58.731449400000045,45.209128727,74.36520372899976,1.9653971464188063,1.0704157634610525,3.0477229766326914,41.43294698000013,720.965824,2428.194052,0.0012912794708994709,0.004114077466931217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2000,2000,True,0.0,0.0,0.0,2000,2000,True,,,,0.1814379668336853,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,160.0,58.731449400000045,0.3670715587500003,False,0,1,,,False,0.705904776852026,0.0,0.0,0.0,0.0
overlay0_full_envelope,SJF,6,1,17634760,23.162527500000042,18.550392118499996,26.279629525,0.5328181133924174,0.3588417193692809,0.7027927402317804,16.014732560000002,2126.337195,2428.194052,0.0036149755208333334,0.004114077466931217,1864.272528,1002.995554,1864.272528,532.509638,140.091468,532.509638,35.56892190000001,25.82927178075005,49.060549884000004,,,1.0,1.0,1.0,2000,2000,True,60.56196852516291,55.27438279598086,66.80757298275489,2000,2000,True,,,,0.18068099594210524,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,160.0,58.731449400000045,0.3670715587500003,False,0,1,,,False,0.705904776852026,0.0,0.0,0.0,0.0
overlay0_full_envelope,SPJF-E,6,1,17634760,29.683136,24.01650703024934,34.27181535624983,0.6705849671503951,0.4533680102230118,0.8955661510583076,18.943368030000013,2428.194052,2428.194052,0.004114077466931217,0.004114077466931217,2205.744344,1211.774308,2205.744344,197.012486,145.185349,197.012486,29.048313400000044,20.194684213000023,41.80369021424735,,,0.8166768023407547,0.7708947069584003,0.8570059003690108,2000,2000,True,49.45955479859147,42.8707729266772,56.80066606906061,2000,2000,True,,,,0.18097257915616657,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,160.0,58.731449400000045,0.3670715587500003,False,0,1,,,False,0.705904776852026,0.0,0.0,0.0,0.0
overlay0_full_envelope,Guard(300),6,1,17634760,33.5604495000001,26.35574517375,40.387323075,0.9421135853623255,0.5312635757951365,1.4624697681322667,20.942370090000008,860.944602,2428.194052,0.0015227258630952382,0.004114077466931217,191.87718,181.608064,191.87718,107.595917,79.053197,107.595917,25.17099989999995,18.134868397000083,35.61679005049978,,,0.707668339534349,0.6614260409632565,0.7477959332787353,2000,2000,True,42.857787705133546,37.88587388771975,48.97494265800947,2000,2000,True,3.8773135000000956,1.7437340260001668,6.870936538749956,0.18097433704796662,11092,0.0006289850272983584,0.049123991765767386,17634760,0,0.0,0.6395906,1,0,0,0,160.0,58.731449400000045,0.3670715587500003,False,0,1,300.0,0.19577149800000015,False,0.705904776852026,90.0,0.5,0.0,840.0
overlay0_full_envelope,Guard(600),6,1,17634760,31.136773000000026,24.848401168000002,36.539796638750005,0.7625129787404556,0.4870240236515184,1.0695795561344401,19.72303346000003,1168.397701,2428.194052,0.0020310808548280423,0.004114077466931217,488.811431,483.393778,488.811431,163.507119,134.572416,163.507119,27.59467640000002,19.58475567549992,39.44851960024993,,,0.7758086252257202,0.7384016428645567,0.8080302648698444,2000,2000,True,46.984497542469974,41.43737703874002,53.65255219622868,2000,2000,True,1.4536370000000254,0.4469726272499936,2.931105144999986,0.18097269256854076,1065,6.0392089260074986e-05,0.0042432107523394085,17634760,0,0.0,0.8146857183333334,1,0,0,0,160.0,58.731449400000045,0.3670715587500003,False,0,1,600.0,0.09788574900000008,False,0.705904776852026,180.0,0.75,0.0,2640.0
