pool,k,objective,n_fit,sim_mean,recorded_mean,sim_p90,recorded_p90
CE1,52,5.932815656860917,44677,8983.703896859683,604.2054972357141,16982.4,667.4000000000015
CE1,53,5.74684847890704,44677,8190.499675448217,604.2054972357141,15465.800000000003,667.4000000000015
CE1,54,5.560811904089144,44677,7411.773216643911,604.2054972357141,14189.200000000004,667.4000000000015
CE1,55,5.349181553182207,44677,6570.464243346689,604.2054972357141,12952.800000000003,667.4000000000015
CE1,56,5.094735559478426,44677,5591.886876916535,604.2054972357141,11800.0,667.4000000000015
CE1,57,4.818645772481416,44677,4967.392461445486,604.2054972357141,10078.400000000001,667.4000000000015
CE1,58,4.529769764941877,44677,4466.334556930859,604.2054972357141,8396.400000000001,667.4000000000015
CE1,59,4.313851521207036,44677,4089.5035924524923,604.2054972357141,7389.0,667.4000000000015
CE1,60,4.1250658097638615,44677,3805.017839156613,604.2054972357141,6575.0,667.4000000000015
CE1,61,3.91631422562196,44677,3599.820444524028,604.2054972357141,5640.200000000004,667.4000000000015
CE1,62,3.685922706018421,44677,3362.5648320164737,604.2054972357141,4795.4000000000015,667.4000000000015
CE1,63,3.4123601983657537,44677,3151.7609732076908,604.2054972357141,3891.4000000000015,667.4000000000015
CE1,64,2.972350627676854,44677,2787.3908051122503,604.2054972357141,2833.4000000000015,667.4000000000015
CE1,65,2.593957395816105,44677,2453.6711507039417,604.2054972357141,2204.4000000000015,667.4000000000015
CE1,66,2.4521496382083523,44677,2319.587953533138,604.2054972357141,2023.4000000000015,667.4000000000015
CE1,67,2.316211941560196,44677,2218.9513172325805,604.2054972357141,1846.2000000000044,667.4000000000015
CE1,68,2.1914139008043967,44677,2116.9524587595406,604.2054972357141,1708.0,667.4000000000015
CE1,69,2.068429559949271,44677,2019.6526848266446,604.2054972357141,1583.0,667.4000000000015
CE1,70,1.9573020902713982,44677,1936.2820243078095,604.2054972357141,1477.4000000000015,667.4000000000015
CE1,71,1.8264535510063427,44677,1845.2898359334781,604.2054972357141,1360.0,667.4000000000015
CE1,72,1.7284387276361435,44677,1758.2231797121563,604.2054972357141,1294.0,667.4000000000015
CE1,73,1.6362833487329944,44677,1682.6544978400518,604.2054972357141,1233.0,667.4000000000015
CE1,74,1.5320900395729609,44677,1603.1563668106633,604.2054972357141,1166.0,667.4000000000015
CE1,75,1.4244583357160674,44677,1542.639277480583,604.2054972357141,1088.0,667.4000000000015
CE1,76,1.3191470299544936,44677,1476.534480829062,604.2054972357141,1023.0,667.4000000000015
CE1,77,1.2288083550441509,44677,1424.057076348009,604.2054972357141,969.0,667.4000000000015
CE1,78,0.7299169147457454,44677,934.3025717930926,604.2054972357141,896.4000000000015,667.4000000000015
CE1,79,0.574592236687483,44677,861.6538039707232,604.2054972357141,832.0,667.4000000000015
CE1,80,0.44817701448144204,44677,826.7871387962487,604.2054972357141,764.0,667.4000000000015
CE1,81,0.3613422588846491,44677,797.6083443382502,604.2054972357141,726.0,667.4000000000015
CE1,82,0.28914962012498,44677,773.9659332542471,604.2054972357141,696.0,667.4000000000015
CE1,83,0.220820570630837,44677,751.9491684759496,604.2054972357141,669.0,667.4000000000015
CE1,84,0.22666374663372735,44677,727.5077780513463,604.2054972357141,640.4000000000015,667.4000000000015
old_CE2,1,22.553415560745503,44679,38823443.191432215,456.92694554488685,63391835.0,861.0
old_CE2,2,20.990117995198883,44679,18031760.332729023,456.92694554488685,28586285.0,861.0
old_CE2,3,20.02863605124024,44679,11102583.825846594,456.92694554488685,17750290.2,861.0
old_CE2,4,19.294108338658905,44679,7636564.187560151,456.92694554488685,12380271.0,861.0
old_CE2,5,18.67190332753901,44679,5557637.370912509,456.92694554488685,9130986.8,861.0
old_CE2,6,18.092950344089743,44679,4170658.690212404,456.92694554488685,6819729.4,861.0
old_CE2,7,17.587462526016314,44679,3181781.949058842,456.92694554488685,5392259.2,861.0
old_CE2,8,17.08898396075134,44679,2440292.7486738735,456.92694554488685,4270834.0,861.0
old_CE2,9,16.621518940272246,44679,1862367.4667517177,456.92694554488685,3506482.6,861.0
old_CE2,10,16.139324571088643,44679,1401920.825779449,456.92694554488685,2876067.800000001,861.0
old_CE2,11,15.636745501678508,44679,1052143.8002417244,456.92694554488685,2318355.6,861.0
old_CE2,12,15.216975866931028,44679,821601.5314129681,456.92694554488685,1951147.6,861.0
old_CE2,13,14.846752701848853,44679,661602.072897782,456.92694554488685,1673279.4000000036,861.0
old_CE2,14,14.48674429197964,44679,546753.0647507778,456.92694554488685,1412616.4000000004,861.0
old_CE2,15,14.135259098383212,44679,454984.3258801674,456.92694554488685,1194457.6,861.0
old_CE2,16,13.792119594034283,44679,377763.8935741624,456.92694554488685,1020758.2,861.0
old_CE2,17,13.449373691579138,44679,314770.6330938472,456.92694554488685,869553.2,861.0
old_CE2,18,13.090942933014464,44679,259758.05875243404,456.92694554488685,736302.8,861.0
old_CE2,19,12.717167397476548,44679,212891.65440139663,456.92694554488685,618212.4000000001,861.0
old_CE2,20,12.307582135521091,44679,172817.6547818886,456.92694554488685,505623.2000000002,861.0
old_CE2,21,11.882057994450514,44679,138021.57042458426,456.92694554488685,413680.0,861.0
old_CE2,22,11.460726324872617,44679,110278.40097137357,456.92694554488685,339733.2,861.0
old_CE2,23,11.132802433287269,44679,92810.08147004186,456.92694554488685,290815.0,861.0
old_CE2,24,10.875020479397929,44679,82425.15282347411,456.92694554488685,253045.2,861.0
old_CE2,25,10.696973588118645,44679,74437.6866313033,456.92694554488685,234498.20000000024,861.0
old_CE2,26,10.514315852080802,44679,67492.55296671814,456.92694554488685,215451.0000000001,861.0
old_CE2,27,10.349342786376203,44679,61577.91172586674,456.92694554488685,200231.2,861.0
old_CE2,28,10.189005147438138,44679,56086.46628169834,456.92694554488685,187268.2,861.0
old_CE2,29,10.051306230141154,44679,51468.23780747107,456.92694554488685,177819.80000000005,861.0
old_CE2,30,9.903782257057067,44679,47060.9600035811,456.92694554488685,167798.80000000005,861.0
old_CE2,31,9.758967753047521,44679,43205.65489379798,456.92694554488685,158130.6,861.0
old_CE2,32,9.602779950763889,44679,39387.60838425211,456.92694554488685,148376.2,861.0
old_CE2,33,9.432380859928578,44679,35890.14769802368,456.92694554488685,137323.2,861.0
old_CE2,34,9.258480231691719,44679,32653.868864567245,456.92694554488685,126840.80000000002,861.0
old_CE2,35,9.095128948374764,44679,29886.111036504844,456.92694554488685,117701.00000000004,861.0
old_CE2,36,8.919937604353496,44679,27330.514335593904,456.92694554488685,108022.80000000002,861.0
old_CE2,37,8.727970766479423,44679,24790.801763692114,456.92694554488685,98288.0,861.0
old_CE2,38,8.545476952768434,44679,22282.786946887798,456.92694554488685,91109.40000000001,861.0
old_CE2,39,8.364801609197057,44679,20143.921014346786,456.92694554488685,84124.00000000004,861.0
old_CE2,40,8.175728657318464,44679,18101.912800196962,456.92694554488685,77486.0,861.0
old_CE2,41,7.9730681550343245,44679,16284.833904071264,456.92694554488685,70331.0,861.0
old_CE2,42,7.759877672916159,44679,14558.82318315092,456.92694554488685,63564.200000000004,861.0
old_CE2,43,7.54628511986467,44679,12876.03026030126,456.92694554488685,58048.40000000003,861.0
old_CE2,44,7.3362725902996075,44679,11547.878242574812,456.92694554488685,52463.6000000001,861.0
old_CE2,45,7.121743441722246,44679,10356.23478591732,456.92694554488685,47204.60000000001,861.0
old_CE2,46,6.8751792778424825,44679,9314.695606437028,456.92694554488685,41013.80000000004,861.0
old_CE2,47,6.637798934596575,44679,8218.660287830971,456.92694554488685,36660.40000000001,861.0
old_CE2,48,6.426805537982315,44679,7236.1115065243175,456.92694554488685,33717.200000000004,861.0
old_CE2,49,6.102260499503905,44679,6155.955236240739,456.92694554488685,28648.40000000001,861.0
old_CE2,50,5.796312724918524,44679,5263.87589247745,456.92694554488685,24672.0,861.0
old_CE2,51,5.4542435676982555,44679,4417.54475256832,456.92694554488685,20881.0,861.0
old_CE2,52,4.973953527294865,44679,3462.8536672709774,456.92694554488685,16477.000000000022,861.0
old_CE2,53,4.365908024805903,44679,2692.4901631639027,456.92694554488685,11535.600000000013,861.0
old_CE2,54,3.6945277105458163,44679,1982.6046912419706,456.92694554488685,8004.0,861.0
old_CE2,55,2.8300706293120736,44679,1298.4183173302895,456.92694554488685,5147.0,861.0
old_CE2,56,1.4776700442848678,44679,679.2474092974328,456.92694554488685,2542.2000000000044,861.0
