pool,queue,k,objective,n_fit,sim_mean,recorded_mean,sim_p90,recorded_p90
CE1,2,32,4.053856439839434,29838,1867.3675179301563,314.46031905623704,7383.0,758.0
CE1,2,33,3.9489047634729935,29838,1773.170587841008,314.46031905623704,7000.299999999999,758.0
CE1,2,34,3.8459391971677652,29838,1686.1659963804545,314.46031905623704,6641.0,758.0
CE1,2,35,3.7442233974385366,29838,1605.2149943025672,314.46031905623704,6301.0,758.0
CE1,2,36,3.640693763257719,29838,1528.2168711039615,314.46031905623704,5967.299999999999,758.0
CE1,2,37,3.5386804954351483,29838,1456.4152758227763,314.46031905623704,5654.0,758.0
CE1,2,38,3.4377683646407817,29838,1388.2568536765198,314.46031905623704,5362.0,758.0
CE1,2,39,3.339915598041734,29838,1323.1202828607816,314.46031905623704,5101.299999999999,758.0
CE1,2,40,3.2426940972075107,29838,1261.8275688719084,314.46031905623704,4853.299999999999,758.0
CE1,2,41,3.1456982182115,29838,1203.7362088611837,314.46031905623704,4617.0,758.0
CE1,2,42,3.0476262296793157,29838,1148.1803405053959,314.46031905623704,4388.0,758.0
CE1,2,43,2.9489578643810117,29838,1095.4149071653596,314.46031905623704,4167.0,758.0
CE1,2,44,2.8488024769638347,29838,1045.1375092164353,314.46031905623704,3951.0,758.0
CE1,2,45,2.747573953222138,29838,997.2122461290971,314.46031905623704,3742.0,758.0
CE1,2,46,2.6464129502488136,29838,951.2924123600777,314.46031905623704,3545.0,758.0
CE1,2,47,2.5436002748858737,29838,907.4374287820899,314.46031905623704,3353.0,758.0
CE1,2,48,2.441013605261107,29838,865.6329177558817,314.46031905623704,3172.0,758.0
CE1,2,49,2.334524281610214,29838,825.4966820832495,314.46031905623704,2990.0,758.0
CE1,2,50,2.230881064923362,29838,787.0729941685099,314.46031905623704,2827.0,758.0
CE1,2,51,2.1223318615069298,29838,750.09605201421,314.46031905623704,2661.0,758.0
CE1,2,52,2.0135063057287703,29838,714.5831825189356,314.46031905623704,2505.0,758.0
CE1,2,53,1.8996886413438498,29838,680.5735303974798,314.46031905623704,2347.0,758.0
CE1,2,54,1.7840163884689773,29838,647.8509283464039,314.46031905623704,2196.0,758.0
CE1,2,55,1.6690388321889886,29838,616.4410483276359,314.46031905623704,2057.0,758.0
CE1,2,56,1.5579582184616876,29838,586.3457336282593,314.46031905623704,1935.0,758.0
CE1,2,57,1.4552936106636092,29838,557.2991822508211,314.46031905623704,1837.0,758.0
CE1,2,58,1.3495094309575897,29838,529.4529794222133,314.46031905623704,1739.2999999999993,758.0
CE1,2,59,1.25430022765795,29838,502.48505261746766,314.46031905623704,1666.0,758.0
CE1,2,60,1.1608057309341597,29838,476.4486895904551,314.46031905623704,1600.0,758.0
CE1,2,61,1.0670818845265957,29838,451.5410215161874,314.46031905623704,1537.0,758.0
CE1,2,62,0.9683978301129899,29838,427.3990884107514,314.46031905623704,1471.0,758.0
CE1,2,63,0.863639434594777,29838,404.05345532542395,314.46031905623704,1401.0,758.0
CE1,2,64,0.7572364880496292,29838,381.44490247335614,314.46031905623704,1334.0,758.0
CE1,2,65,0.6496948952491765,29838,359.4610228567598,314.46031905623704,1271.0,758.0
CE1,2,66,0.5400843899250033,29838,338.31107983108785,314.46031905623704,1210.0,758.0
CE1,2,67,0.4417161456849977,29838,317.84422548428176,314.46031905623704,1167.0,758.0
CE1,2,68,0.4463643706054171,29838,297.9617936859039,314.46031905623704,1123.0,758.0
CE1,2,69,0.47130981795540994,29838,279.25933373550504,314.46031905623704,1079.2999999999993,758.0
CE1,2,70,0.4901138822863307,29838,263.01461223942624,314.46031905623704,1036.0,758.0
CE1,2,71,0.4965046428351785,29838,249.69599168845096,314.46031905623704,990.0,758.0
CE1,2,72,0.5086683604346155,29838,239.16763858167437,314.46031905623704,960.0,758.0
CE1,2,73,0.5177751984634975,29838,230.7991822508211,314.46031905623704,935.0,758.0
CE1,2,74,0.5216875017797256,29838,223.48036061398216,314.46031905623704,909.0,758.0
CE1,2,75,0.5230262001110062,29838,216.52855419264026,314.46031905623704,882.0,758.0
CE1,2,76,0.5216417558648935,29838,209.9225149138682,314.46031905623704,854.0,758.0
CE1,2,77,0.5222620260722426,29838,203.62822575239628,314.46031905623704,829.0,758.0
CE1,2,78,0.5203959990598908,29838,197.58841075139085,314.46031905623704,803.0,758.0
CE1,2,79,0.5198320156757478,29838,191.76908639989276,314.46031905623704,779.0,758.0
CE1,2,80,0.5236898098634856,29838,186.1030900194383,314.46031905623704,759.0,758.0
CE1,2,81,0.5827937818850621,29838,180.6371070447081,314.46031905623704,735.0,758.0
CE1,2,82,0.6371188371038589,29838,175.34570011394865,314.46031905623704,717.0,758.0
CE1,2,83,0.700299951696459,29838,170.19967826261814,314.46031905623704,693.2999999999993,758.0
CE1,2,84,0.7624180284495745,29838,165.227662711978,314.46031905623704,671.0,758.0
CE1,3,1,22.117787748825585,5345,2602077.0095416275,236.156033676333,5513637.600000001,14.0
CE1,3,2,19.986567111137855,5345,890342.5964452759,236.156033676333,1912596.6000000006,14.0
CE1,3,3,18.019102609084776,5345,328668.41796071094,236.156033676333,724373.2000000001,14.0
CE1,3,4,16.537171763026695,5345,151829.7012160898,236.156033676333,356260.00000000047,14.0
CE1,3,5,15.385993152417825,5345,85219.29036482694,236.156033676333,200739.2,14.0
CE1,3,6,14.6277858618732,5345,56393.20467726848,236.156033676333,142119.8000000004,14.0
CE1,3,7,14.05206795417408,5345,39139.374555659495,236.156033676333,115141.6000000004,14.0
CE1,3,8,13.529544971452014,5345,27770.023760523854,236.156033676333,96235.60000000006,14.0
CE1,3,9,13.054973947172279,5345,20612.41309635173,236.156033676333,80662.80000000002,14.0
CE1,3,10,12.563666880592221,5345,15438.451075771749,236.156033676333,65889.80000000002,14.0
CE1,3,11,11.908061811384492,5345,11686.491487371375,236.156033676333,45185.600000000006,14.0
CE1,3,12,11.10522561170193,5345,8826.507764265669,236.156033676333,26804.60000000001,14.0
CE1,3,13,10.495695846689369,5345,6678.2550046772685,236.156033676333,19257.400000000016,14.0
CE1,3,14,10.129250045884664,5345,5352.622825070159,236.156033676333,16654.40000000003,14.0
CE1,3,15,9.752192255648334,5345,4364.327034611787,236.156033676333,14008.800000000001,14.0
CE1,3,16,9.413161624799304,5345,3611.1739943872776,236.156033676333,12061.600000000006,14.0
CE1,3,17,9.106321538029764,5345,3024.865855940131,236.156033676333,10594.000000000002,14.0
CE1,3,18,8.767900986436368,5345,2539.376239476146,236.156033676333,8995.6,14.0
CE1,3,19,8.444586774682334,5345,2121.115622076707,236.156033676333,7793.600000000002,14.0
CE1,3,20,8.130558564039212,5345,1759.4763330215155,236.156033676333,6862.6,14.0
CE1,3,21,7.790960407698066,5345,1448.5457436856875,236.156033676333,5934.6,14.0
CE1,3,22,7.432151883935961,5345,1173.3610851262863,236.156033676333,5116.6,14.0
CE1,3,23,7.015476477384714,5345,940.1683816651076,236.156033676333,4208.6,14.0
CE1,3,24,6.529876012911489,5345,748.4289990645464,236.156033676333,3252.000000000002,14.0
CE1,3,25,6.223310434696668,5345,645.5178671655754,236.156033676333,2774.2000000000007,14.0
CE1,3,26,5.942114701764749,5345,566.4147801683816,236.156033676333,2386.0000000000073,14.0
CE1,3,27,5.651160988712764,5345,499.54200187090737,236.156033676333,2021.800000000001,14.0
CE1,3,28,5.3650656183917755,5345,442.5375116931712,236.156033676333,1713.800000000001,14.0
CE1,3,29,5.144010361259119,5345,394.2129092609916,236.156033676333,1541.800000000001,14.0
CE1,3,30,4.871785206039844,5345,353.95584658559403,236.156033676333,1307.4000000000015,14.0
CE1,3,31,4.615115793261566,5345,321.3485500467727,236.156033676333,1113.600000000004,14.0
CE1,3,32,4.351395548821923,5345,294.4422825070159,236.156033676333,933.2000000000044,14.0
CE1,3,33,4.133448072381234,5345,271.200187090739,236.156033676333,814.4000000000015,14.0
CE1,3,34,3.8372175823867902,5345,250.74967259120675,236.156033676333,654.6000000000022,14.0
CE1,3,35,3.3863011664179585,5345,232.54724041159963,236.156033676333,435.60000000000036,14.0
CE1,3,36,3.1355388442339636,5345,216.4864359214219,236.156033676333,315.40000000000146,14.0
CE1,3,37,2.8734467056417046,5345,202.32609915809167,236.156033676333,226.60000000000036,14.0
CE1,3,38,2.1762750129689756,5345,189.1536014967259,236.156033676333,105.00000000000364,14.0
CE1,3,39,2.9968249612202404,5345,176.67277829747428,236.156033676333,0.0,14.0
CE1,3,40,3.0626258518003207,5345,165.35809167446212,236.156033676333,0.0,14.0
CE1,3,41,3.1294967173036325,5345,154.59738072965388,236.156033676333,0.0,14.0
CE1,3,42,3.1949177104592974,5345,144.7438727782975,236.156033676333,0.0,14.0
CE1,3,43,3.253752297720901,5345,136.41646398503275,236.156033676333,0.0,14.0
CE1,3,44,3.3124947342259485,5345,128.57680074836296,236.156033676333,0.0,14.0
CE1,3,45,3.369601000605437,5345,121.3844714686623,236.156033676333,0.0,14.0
CE1,3,46,3.4253774240670447,5345,114.74518241347053,236.156033676333,0.0,14.0
CE1,3,47,3.482763681454396,5345,108.28999064546305,236.156033676333,0.0,14.0
CE1,3,48,3.541906917819248,5345,102.01365762394761,236.156033676333,0.0,14.0
CE1,3,49,3.595712745081161,5345,96.61739943872779,236.156033676333,0.0,14.0
CE1,3,50,3.6516138894455112,5345,91.31019644527596,236.156033676333,0.0,14.0
CE1,3,51,3.7073462421563455,5345,86.30626753975679,236.156033676333,0.0,14.0
CE1,3,52,3.7621089651781676,5345,81.65369504209542,236.156033676333,0.0,14.0
CE1,3,53,3.8188802538278064,5345,77.09204864359214,236.156033676333,0.0,14.0
CE1,3,54,3.8694044229949447,5345,73.24452759588401,236.156033676333,0.0,14.0
CE1,3,55,3.9211544588472442,5345,69.50009354536951,236.156033676333,0.0,14.0
CE1,3,56,3.9720004842249166,5345,66.00505144995323,236.156033676333,0.0,14.0
CE1,3,57,4.0182713613075745,5345,62.97530402245089,236.156033676333,0.0,14.0
CE1,3,58,4.064245912283697,5345,60.10065481758653,236.156033676333,0.0,14.0
CE1,3,59,4.111941701175205,5345,57.25481758652947,236.156033676333,0.0,14.0
CE1,3,60,4.160127626213232,5345,54.514312441534145,236.156033676333,0.0,14.0
CE1,3,61,4.208901108352521,5345,51.87165575304022,236.156033676333,0.0,14.0
CE1,3,62,4.259137297856003,5345,49.28119738072965,236.156033676333,0.0,14.0
CE1,3,63,4.310447630142205,5345,46.76632366697849,236.156033676333,0.0,14.0
CE1,3,64,4.360972085964562,5345,44.41290926099158,236.156033676333,0.0,14.0
CE1,3,65,4.413356196302877,5345,42.09522918615529,236.156033676333,0.0,14.0
CE1,3,66,4.470179617503403,5345,39.71468662301216,236.156033676333,0.0,14.0
CE1,3,67,4.5258551630590365,5345,37.50982226379794,236.156033676333,0.0,14.0
CE1,3,68,4.5844277585574185,5345,35.318989710009355,236.156033676333,0.0,14.0
CE1,3,69,4.6458018562670045,5345,33.15696913002807,236.156033676333,0.0,14.0
CE1,3,70,4.708941702542104,5345,31.066978484565013,236.156033676333,0.0,14.0
CE1,3,71,4.775901695495433,5345,28.990084190832555,236.156033676333,0.0,14.0
CE1,3,72,4.846081908184592,5345,26.957530402245087,236.156033676333,0.0,14.0
CE1,3,73,4.9198095403592,5345,24.970439663236668,236.156033676333,0.0,14.0
CE1,3,74,4.997834167390478,5345,23.021141253507952,236.156033676333,0.0,14.0
CE1,3,75,5.079317502694055,5345,21.141440598690366,236.156033676333,0.0,14.0
CE1,3,76,5.167074276126924,5345,19.281197380729655,236.156033676333,0.0,14.0
CE1,3,77,5.259822313866179,5345,17.484752104770813,236.156033676333,0.0,14.0
CE1,3,78,5.357217640948571,5345,15.769317118802618,236.156033676333,0.0,14.0
CE1,3,79,5.4617950129883965,5345,14.10420954162769,236.156033676333,0.0,14.0
CE1,3,80,5.57253477182725,5345,12.520860617399439,236.156033676333,0.0,14.0
CE1,3,81,5.692173712284918,5345,10.996258185219832,236.156033676333,0.0,14.0
CE1,3,82,5.825936840161865,5345,9.494293732460243,236.156033676333,0.0,14.0
CE1,3,83,5.974194981464299,5345,8.048269410664172,236.156033676333,0.0,14.0
CE1,3,84,6.05132476086049,5345,7.376613657623948,236.156033676333,0.0,14.0
CE1,4,1,8.945622997965732,67,3293.417910447761,578.6119402985074,7290.0,4.399999999999999
CE1,4,2,6.721611777460973,67,1066.3283582089553,578.6119402985074,2433.4,4.399999999999999
CE1,4,3,5.499008643320734,67,418.5074626865672,578.6119402985074,954.4,4.399999999999999
CE1,4,4,5.50447377342012,67,126.25373134328358,578.6119402985074,290.4,4.399999999999999
CE1,4,5,5.980103702069712,67,31.134328358208954,578.6119402985074,117.39999999999998,4.399999999999999
CE1,4,6,5.856240595735649,67,13.253731343283581,578.6119402985074,45.39999999999996,4.399999999999999
CE1,4,7,4.723037088702358,67,6.059701492537314,578.6119402985074,6.399999999999977,4.399999999999999
CE1,4,8,6.539717578615258,67,3.5223880597014925,578.6119402985074,0.0,4.399999999999999
CE1,4,9,6.97024665538664,67,1.9402985074626866,578.6119402985074,0.0,4.399999999999999
CE1,4,10,7.385915933669045,67,0.9402985074626866,578.6119402985074,0.0,4.399999999999999
CE1,4,11,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,12,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,13,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,14,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,15,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,16,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,17,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,18,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,19,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,20,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,21,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,22,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,23,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,24,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,25,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,26,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,27,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,28,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,29,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,30,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,31,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,32,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,33,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,34,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,35,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,36,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,37,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,38,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,39,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,40,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,41,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,42,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,43,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,44,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,45,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,46,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,47,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,48,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,49,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,50,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,51,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,52,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,53,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,54,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,55,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,56,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,57,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,58,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,59,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,60,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,61,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,62,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,63,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,64,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,65,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,66,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,67,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,68,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,69,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,70,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
CE1,4,71,8.048757764733661,67,0.0,578.6119402985074,0.0,4.399999999999999
